"Ecosystem","Density","Fertilizer","Inoculum","Pot_ID","Andropogon.gerardii","Asclepias.verticillata","Bouteloua.curtipendula","Brickellia.eupatorioides","Lespedeza.capitata","Panicum.virgatum","Dalea.candida","Solidago.canadensis","Sorghastrum.nutans","Geum.rossii","Artemisia.scopulorum","Polygonum.bistortoides","Carex.scopulorum","Deschampsia.cespitosa","Erigeron.simplex","Potentilla.diversifolia","Trifolium.parryi","Trisetum.spicatum","Aristida.purpurea","Astragalus.nuttallianus","Bouteloua.eriopoda","Bouteloua.gracilis","Cryptantha.crassisepala","Gutierrezia.sarothrae","Melampodium.leucanthum","Pleraphis.jamesii","Sporobolus.flexuosus","Richness","Shannon_diversity","Evenness","Productivity"
"desert grassland","high","X","control","2-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0306,0.6033,0.2727,3.7059,11.5267,0.2557,0.7357,0.956,55.9279,9,0.893741898657863,0.406759467319167,75.0145
"desert grassland","low","X","control","2-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6997,0.0084,0.5328,2.235,5.6877,0.2819,0.7086,1.6835,69.61,9,0.634549001607924,0.288795696240214,81.4476
"desert grassland","high","X","nitrogen","20-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3583,0,0.218,5.402,4.1233,0.8488,1.9416,1.037,68.78,8,0.757178343514332,0.364125813752216,83.709
"desert grassland","low","X","nitrogen","20-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3187,0,0.642,3.263,8.7913,0.0704,0.7159,0.8077,63.46,8,0.705610037815329,0.339326700785883,78.069
"desert grassland","high","N","nitrogen","21-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3704,0,0.3419,12.2068,6.1457,1.3088,3.4019,4.9273,73.53,8,1.05140172953431,0.505617353727078,103.2328
"desert grassland","low","N","nitrogen","21-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4152,0,0.396,5.5327,7.3653,0.2398,2.4146,0.9137,113.46,8,0.574693893369714,0.276369343331219,130.7373
"desert grassland","high","X","nitrogen","22-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0911,0.1834,0.5598,4.0946,4.2299,0.2579,0.7308,1.5251,77.79,9,0.63488147867628,0.288947013075,90.4626
"desert grassland","low","X","nitrogen","22-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2151,0.0524,0.0932,2.0068,5.5342,0.0239,0.8171,0.6262,82.8,9,0.451824531989869,0.205634206284746,92.1689
"desert grassland","high","N","nitrogen","23-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1754,0.077,0.1993,5.6583,11.5547,0.9403,0.9736,2.755,79.957,9,0.854125898733678,0.388729448752648,103.2906
"desert grassland","low","N","nitrogen","23-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2624,0,0.5003,2.3563,7.1672,0.2337,1.0729,1.0426,98.9775,8,0.503980684968047,0.242363478302408,111.6129
"desert grassland","high","X","nitrogen","24-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8788,0.0521,0.1925,5.3514,7.9568,0.7254,2.673,2.5734,48.72,9,1.10793152843844,0.504241368800645,70.1234
"desert grassland","low","X","nitrogen","24-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2703,0,0.3436,3.2947,4.3805,0.176,2.279,1.3349,75.81,8,0.610305071863466,0.293494700202268,87.889
"desert grassland","high","X","autoclaved control inoculum","29-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2294,0,0.5636,4.4617,8.8601,0.3636,0.3212,2.5349,51.91,8,0.887415762979026,0.426756773485512,69.2445
"desert grassland","high","N","control","3-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8206,0.5237,0.7075,6.5072,12.3383,0.2798,2.3449,1.6457,57.4324,9,1.09117690090976,0.496616009198585,83.6001
"desert grassland","low","N","control","3-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4871,0,0.4667,5.5089,15.3223,0.3357,0.2898,3.8534,72.86,8,0.88940204334271,0.427711972429013,99.1239
"desert grassland","high","X","autoclaved control inoculum","30-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4966,0.0894,0.3559,3.9657,15.1037,0.3001,1.6695,1.6053,37.44,9,1.12197116287596,0.510631081796914,61.0262
"desert grassland","high","X","autoclaved control inoculum","31-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,0.0672,1.0875,3.2862,6.4663,0.4254,1.642,2.3099,63.36,9,0.840264698774137,0.382420944787001,79.4835
"desert grassland","high","X","autoclaved nitrogen inoculum","32-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366,0.0339,0.1547,4.4073,10.5443,0.1585,1.4171,2.4779,46.8094,9,0.984591568043722,0.448106933719711,66.3691
"desert grassland","high","X","autoclaved nitrogen inoculum","33-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4033,0.3979,0.136,2.8756,6.8751,0.3323,1.1447,2.7597,52.4064,9,0.862631131507502,0.392600347003811,67.331
"desert grassland","high","X","autoclaved nitrogen inoculum","34-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8263,0,0.3736,7.3634,1.6027,0.5554,1.1673,1.4541,52.1718,8,0.799124640126331,0.384297718454145,65.5146
"desert grassland","high","X","control","4-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9246,0.1352,0.4685,2.6723,13.4257,0.599,1.9592,0.2284,55.3757,9,0.900565108033302,0.409864843731674,75.7886
"desert grassland","low","X","control","4-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5517,0.3341,0.9569,2.9161,9.9741,0.3719,1.8461,2.5521,51.7369,9,1.00043297282813,0.455316667739532,71.2399
"desert grassland","high","N","control","5-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9856,0.3906,0.1796,7.1774,14.9973,0.8077,2.1964,1.3483,53.2683,9,1.14253273423662,0.519989056203695,82.3512
"desert grassland","low","N","control","5-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4526,0.4379,1.0232,6.6713,12.5118,0.4817,2.8086,6.2092,56.42,9,1.25845624664454,0.572748120344721,89.0163
"desert grassland","high","X","control","6-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6606,0.4258,0.1504,2.2784,10.3898,0.5754,1.4,0.5953,55.6834,9,0.82888059868713,0.377239817557482,72.1591
"desert grassland","low","X","control","6-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0579,0.1069,0.495,2,9.5916,0.5683,2.0223,2.7452,65.96,9,0.856716052693604,0.389908278621311,84.5472
"desert grassland","high","N","control","7-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0799,1.8204,0.6003,11.4932,28.0268,0.3223,2.074,1.0074,14.0436,9,1.44599957184249,0.658102765988323,60.4679
"desert grassland","low","N","control","7-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896,0,0.6544,3.6561,3.212,0.4423,1.8339,2.3548,115.77,8,0.503687731950716,0.242222597680636,128.8195
"desert grassland","high","X","control","8-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3886,0.366,0.1711,1.2952,8.4622,0.793,1.0029,1.1512,79.9537,9,0.610151086066767,0.27769172635347,93.5839
"desert grassland","low","X","control","8-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9578,0.1341,0.6085,7.9738,10.346,0.2491,1.0615,3.4115,37.24,9,1.24326319765281,0.565833465762552,61.9823
"desert grassland","high","N","control","9-high",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7573,0.1663,0.2116,3.3887,7.5125,0.5482,1.5899,0.1972,83.7886,9,0.617828253541763,0.281185755846032,98.1603
"desert grassland","low","N","control","9-low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3543,0.1744,0.2381,3.9182,12.4379,0.1059,0.742,3.9756,71.83,9,0.832723184897186,0.378988653907526,93.7764
